1;138804;168883;157570
2;137742;166987;151704
3;141922;156250;148964
4;141922;161707;150187
5;141165;159163;148432
6;141348;172928;147902
7;139053;155207;145350
8;139994;155589;143982
9;137987;151961;143221
10;138119;162023;144521
11;135283;156137;141686
12;132021;161606;140659
13;129595;163988;139105
14;129932;156557;138095
15;128739;157297;137104
16;130668;155963;135005
17;128693;146969;134690
18;128268;143316;133249
19;116417;145435;131358
20;116417;143930;130321
21;114134;133594;125640
22;113355;147333;122125
23;112119;139727;120857
24;112119;130030;118352
25;111980;122777;117982
26;112620;128365;116754
27;112620;128752;116788
28;113148;135131;118266
29;111182;130639;117932
30;111349;130218;116780
31;110580;132315;115576
32;111022;121174;113298
33;107715;127602;115049
34;106367;122517;114085
35;106512;123097;113368
36;105881;118235;114045
37;106255;117906;112522
38;106020;123647;113411
39;105421;126770;111705
40;105749;129139;111384
41;104440;126551;111373
42;107768;123340;111297
43;105034;135072;112538
44;105034;123691;111499
45;105827;140270;110853
46;105822;132005;111917
47;106881;122594;111395
48;106881;123590;111777
49;103861;128824;111114
50;108137;121060;111263
51;101061;132097;110808
52;101061;127481;112770
53;104276;128420;111433
54;106247;132883;111837
55;107863;131694;112122
56;107456;128329;110068
57;107843;129604;113124
58;107783;132872;111684
59;106646;129224;113177
60;105934;137754;111796
61;105934;140777;110643
62;105160;145753;112261
63;105793;133252;111453
64;105631;131182;111034
65;104795;137137;111467
66;101433;132874;111090
67;102856;115779;110044
68;103877;125501;109774
69;103298;122013;110308
70;103298;125614;109579
71;102804;117574;108336
72;101408;114348;107772
73;100890;125198;107384
74;102116;125419;106474
75;102815;119406;107338
76;102362;123414;107446
77;102362;140464;106636
78;102683;118691;106534
79;101488;127489;107242
80;101921;130798;108685
81;101921;122306;107860
82;104429;128374;109673
83;104472;129359;111050
84;106257;118630;109262
85;103602;122723;110669
86;102894;122457;110316
87;105281;126809;109914
88;105957;133251;110988
89;108221;129235;113239
90;106357;136732;113010
91;106548;136763;113349
92;107447;132562;111962
93;110012;141531;114866
94;108160;135432;112739
95;109532;136059;113584
96;109822;129552;114748
97;107724;131972;114601
98;107677;137731;115016
99;109789;135154;114371
100;108927;140864;114600
101;108932;138962;114557
102;108967;151622;114098
103;109064;141723;116129
104;109064;138573;114491
105;109545;139291;115910
106;111578;131817;116063
107;110441;131321;115581
108;108459;136655;116551
109;111084;138279;116027
110;111421;126267;114222
111;108623;135804;116026
112;110586;136093;114826
113;107745;134732;114594
114;110308;136814;116062
115;110121;130439;115062
116;110383;131645;113099
117;108594;132369;115860
118;107995;130406;114692
119;106022;137552;116031
120;106022;141072;114095
121;108560;137248;112976
122;106695;126140;110921
123;106994;129511;112701
124;106582;134576;112860
125;106582;133518;111759
126;105005;128932;111560
127;105005;123540;111478
128;109049;127975;113517
129;109792;125273;112255
130;110884;137239;115342
131;109590;131809;114665
132;109423;128842;114479
133;107347;130672;113858
134;105181;120148;112793
135;105181;142192;112922
136;106936;119083;111435
137;108085;129128;112280
138;107915;128162;112541
139;106476;122622;111895
140;106476;135373;112402
141;106302;123351;111426
142;104358;119784;109148
143;106505;124934;111651
144;106805;132695;113107
145;105442;120290;111458
146;105442;126443;113647
147;105442;125016;111877
148;105988;130198;112517
149;103415;118295;109668
150;102531;122254;110827
151;102827;138183;110342
152;102827;131759;111987
153;102953;119344;108185
154;103105;125624;108468
155;101895;118888;109780
156;100864;136382;108314
157;100884;132947;108210
158;100884;116879;107246
159;100434;116893;107389
160;99037;116927;104180
161;98878;124687;104157
162;100196;117471;104982
163;99873;111084;104334
164;101035;115998;106528
165;99108;116733;104461
166;97583;118858;105316
167;100795;122762;104920
168;96861;125310;106557
169;96443;122200;103831
170;97024;115149;102902
171;97601;128631;106386
172;100172;108397;103710
173;101061;128371;107060
174;102281;117956;105867
175;102281;135217;108095
176;101447;133613;108874
